,No,Place,Title,Type,Price,Programme,Advert,Review,Notes,DateTime
3349,3350,HSQ ,PROFESSIONAL 91 1ST,CS,For twelve: 5gn transf,[LEAD CRAMER-w.]  1: PLEYEL SYM (NEW MS); HAYDN QT VN VN VA VC CRAMER-w BORGHI BLAKE SMITH-2; SG PACCHIEROTTI; SN PF DANCE; SG BILLINGTON~; CN VN CRAMER-w.  2: MAZZINGHI-j CNte FL VN VC FLORIO CRAMER-w SMITH-2; CIMAROSA SG BILLINGTON~; CN OB PARKE [SEN]; SG PACCHIEROTTI; HAYDN OV (GRAND MS). [earlier: FLORIO and PARKE interchanged.],DI; GZ; MP; PA; TI; WO; MC 5 Feb; DI 1 Feb,DI 8 Feb; TI 8 Feb; GZ 9 Feb; MC 9 Feb; PA 9 Feb; MC 16 Feb; Parke-Memoirs i.141-2,[McVeigh-Professional 91; Landon-England 44-5. Also Burney's letter of 3 Mar - see Roger Lonsdale: Dr Charles Burney (Oxford 1965) 353.],1791-02-07 20:00:00
3350,3351,HSQ ,PROFESSIONAL 91 2ND,CS,,1: ROSETTI OV; PLEYEL QNT VN VN VA VA VC CRAMER-w BORGHI BLAKE LAVENU SMITH-2; SG BILLINGTON~; SN PF CRAMER-jb; SG PACCHIEROTTI; CN VN CRAMER-w.  2: GYROWETZ OV (NEW MS); SG BILLINGTON~; CN BN PARKINSON <J_PARKINSON>; SG PACCHIEROTTI; HAYDN SYM.,DI; GZ; MC; TI; WO; MP 12 Feb; PA 12 Feb,GZ 16 Feb; MC 16 Feb; ST 16 Feb; Parke-Memoirs i.142 (but see 4th),[McVeigh-Professional 91; Landon-England 135.],1791-02-14 20:00:00
3351,3352,HSQ ,PROFESSIONAL 91 3RD,CS,,1: HAYDN OV; PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE SMITH-2; SG PACCHIEROTTI; CORELLI CNgr; SG BILLINGTON~; CN VN GAUTHEROT~.  2: RAWLINGS CNTE OB VN VA VC PARKE CRAMER-w BLAKE SMITH-2 (NEW MS); SG BILLINGTON~; QT HN PIELTAIN-pj; SG PACCHIEROTTI; ROSETTI SYM. SACCHINI SG BILLINGTON~ 'IL_CARO'.,DI; MC; MP; PA; TI; GZ 19 Feb; WO 19 Feb,MC 22 Feb,[McVeigh-Professional 92; Landon-England 138.],1791-02-21 20:00:00
3352,3353,P,NEW MUSICAL FUND 91,CB,PB 10s 6d; G 5s,COND HAYES-p MILLER-e; LEAD CRAMER-w. NEAR 300 PERFORMERS: [FROM] OPERA_ORCH PROFESSIONAL_ORCH; BOYS_OF_CR; CHOIR_OF_WA.  1: HAYDN SYM (GRAND); ATTWOOD-t SG STORACE~; HANDEL CH 'GIRD_ON'; HAYDN QT vn vn va vc SALOMON MOUNTAIN HINDMARSH MENEL (MS); RAUZZINI SG PACCHIEROTTI; CN PF CRAMER-jb; HANDEL CH 'HE_GAVE'.   2: CLEMENT CN VN CLEMENT; CALLCOTT SG BARTLEMAN; DANBY GL DANBY HOBLER GUICHARD SMART-gt <JUN> 'AWAKE'; VIOTTI TR VN VN VC GAUTHEROT~ GRIESBACH-1 SPERATI; HANDEL SG NIELD; CORELLI SL VN BARTHELEMON; HANDEL CH 'SING_YE' (RECIT AND). BETWEEN PARTS: PIECE BST_HN BST_HN BST_HN DVORAK DAVID SPRINGER <PIECES> (JUST ARRIVED; THEIR FIRST PUBLIC APPEARANCE IN THIS KINGDOM). [programme: different order.],MC; ST 23 Feb; programme (British Museum: Banks collection),ST 25 Feb; The Journals and Letters of Susan Burney ed Olleson (Farnham 2012) 248,Patronage of Prince of Wales and Duke of York. [Landon-England 48.],1791-02-24 19:30:00
3353,3354,HSQ ,PROFESSIONAL 91 4TH,CS,,1: HAYDN OV; PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE SMITH-2 (NEW); SG LAZZARINI; SCHROETER QNT PF FL VN VA VC DANCE FLORIO CRAMER-w BLAKE SMITH-2; SG BILLINGTON~; HANDEL CNGR <GRAND CN> 11TH.  2: GYROWETZ OV (NEW MS); SG PACCHIEROTTI; CN OB PARKE-Wt <W_PARKE>; DT 2v BILLINGTON~ PACCHIEROTTI; ROSETTI SYM.,DI; MC; MP; PA; TI; WO,MC 1 Mar; Parke-Memoirs i.142 (misdated),[McVeigh-Professional 92; Landon-England 142-3.],1791-02-28 20:00:00
3354,3355,HSQ ,PROFESSIONAL 91 5TH,CS,,1: HAYDN OV; SG LAZZARINI; PLEYEL SER; SG BILLINGTON~; samMARTINI CNgr? VN <MARTINI CN VN>.  2: PLEYEL OV (GRAND MS); SG BILLINGTON~; CN HP DELAVAL~ (FIRST APPEARANCE IN THIS COUNTRY); SG LAZZARINI; GYROWETZ SYM. CIMAROSA sg BILLINGTON~ <SCENA>; GRESNICK SG BILLINGTON~.,DI; MC; MP; PA; TI; WO,DI 8 Mar; MC 8 Mar,[McVeigh-Professional 92; Landon-England 145-6.],1791-03-07 20:00:00
3355,3356,FMH,WEBBE 91,CB,10s 6d,1: HAYDN SYM; WEBBE GL (NEW); DUSSEK SN PF WEBBE-s2; CIMAROSA sg POOLE~ 'INFELICE_CHIOSONO' <CANTATA>; WEBBE-s2 GL <JUN> (NEW); CN VN RAIMONDI.  2: HAYDN SYM; CLEMENTI DT PF WEBBE-s2 KNYVETT-c2 <JUNIORS>; WEBBE GL (PRIZE OF LAST YEAR); CN FL GRAEFF; HANDEL SG POOLE~ 'YE_SACRED'; HAYDN SYM.,DI,,,1791-03-10 20:00:00
3356,3357,HSQ,SALOMON 91 1ST,CS,For twelve: 5gn transf,LEAD SALOMON; HPD HAYDN.  1: ROSETTI OV; SG TAJANA; CN OB HARRINGTON; SG STORACE~; VIOTTI CN VN GAUTHEROT~; RUST sg DAVIDE <RUSI; RUST> <RECIT & ARIA>.  2: HAYDN OV (NEW GRAND) [2ND MOVT ENCORED]; sg STORACE~ <RECIT & ARIA>; DUSSEK CNTE PF HP DUSSEK KRUMPHOLTZ~; ANDREOZZI sg DAVIDE <RONDO>; KOZELUCH FP.  [earlier adverts include V CAPPELLETTI~; VC BREVAL; CL ELEY. then a different programme including: CN VN SALOMON; CN HP KRUMPHOLTZ~. then an intermediate programme.],DI; GZ; MC; MP; PA; TI; WO; DI 10 Feb; DI 25 Feb,DI 12 Mar; MC 12 Mar; TI 12 Mar; MP 15 Mar; others in Landon and F Burney (see McVeigh),From 11 Feb; 25 Feb (because of Davide). [McVeigh-Professional 97 (listing other performers); Landon-England 43-53; also MC 23 Feb etc.],1791-03-11 20:00:00
3357,3358,DL,DL ORATORIO 91 [1ST],OS,B 5s; P 3s; FG 2s; SG 1s,SELECTION FROM HANDEL [items listed]. [DIR ARNOLD LINLEY-t1]; COND LINLEY-t1; LEAD SHAW; V SPENCE (FIRST APPEARANCE IN PUBLIC) BROADHURST~ (FIRST APPEARANCE IN ORATORIOS) HAGLEY~ DIGNUM BELLAMY-tl <JUN> (FIRST APPEARANCE); DAVIES~C <CECILIA...INGLESINA> (FIRST PERFORMANCE IN ORATORIOS); VC MASON. [includes:] CN VN CLEMENT (FIRST APPEARANCE AT THIS THEATRE).,DI; DI 22 Feb (article),DI 12 Mar; TI 13 Mar [series reviewed in several newspapers],[LS (with full details).],1791-03-11 18:30:00
3358,3359,CG,CG ORATORIO 91 [1ST],OS,B 5s; P 3s; FG 2s; SG 1s,SELECTION FROM HANDEL SACRED [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G_ASHLEY>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS SALE POOLE~ PIELE~ BILLINGTON~; DDR ASHLEY-Jj <J>; [other instrumentalists listed].,DI,DI 12 Mar; TI 13 Mar [series reviewed in several newspapers],[LS (with full details).],1791-03-11 18:30:00
3359,3360,HSQ ,PROFESSIONAL 91 6TH,CS,,1: ROSETTI OV; PLEYEL QNT VN VN VA VA VC CRAMER-w BORGHI BLAKE NAPIER SMITH-2; SG LAZZARINI; CN OB PARKE; CIMAROSA SG BILLINGTON~ </SCENA>; CN VN L'ARRIVEE~aeh (FIRST APPEARANCE IN THIS COUNTRY).  2: HANDEL CNGR <GRAND CN> 1ST; SARTI SG BILLINGTON~; DT PF VN DELAVAL~ L'ARRIVEE~aeh; SG LAZZARINI; HAYDN SYM.,DI; MP; TI; WO,DI 15 Mar; MC 15 Mar,[McVeigh-Professional 93.],1791-03-14 20:00:00
3360,3361,DL,DL ORATORIO 91 [2ND],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^MESSIAH^ <SACRED ORATORIO>. COND LINLEY-t1; LEAD SHAW; V CROUCH~ SPENCE BROADHURST~ HAGLEY~ DIGNUM REINHOLD DAVIES~C <CECILIA>. IN PART2: CN VN CLEMENT (2ND APPEARANCE AT THIS THEATRE).,DI,,,1791-03-16 18:30:00
3361,3362,CG,CG ORATORIO 91 [2ND],OS,B 5s; P 3s; FG 2s; SG 1s,handel o ^MESSIAH^ <SACRED ORATORIO>. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G_ASHLEY>; ORG GREATOREX; V HARRISON INCLEDON GRIFFITHS SALE POOLE~ PIELE~ BILLINGTON~.,DI,DI 17 Mar,[LS.],1791-03-16 18:30:00
3362,3363,HSQ ,SALOMON 91 2ND,CS,,LEAD SALOMON; HPD HAYDN.  1: MOZART OV; sg TAJANA <ARIA>; CN FL GRAEFF; sg STORACE~ <ARIA>; HAYDN QT VN VN VA VC SALOMON DAHMEN-p HINDMARSH MENEL (NEW).  2: HAYDN SYM (NEW; AS PERFORMED ON THE FIRST NIGHT); sg DAVIDE <SCENA RECIT & ARIA>; CN BN KUCHLER-1 (FIRST APPEARANCE IN ENGLAND); PAISIELLO DT 2v DAVIDE STORACE~; PLEYEL FP.,DI; MC; MP; PA; TI; WO; OR 16 Mar,MC 19 Mar,[McVeigh-Professional 98; Landon-England 60.],1791-03-18 20:00:00
3363,3364,P,PANTHEON ORATORIO 91,OS,PB 5s; G 3s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO> [replaced HANDEL o ^MESSIAH^]. COND ARNOLD; LEAD RAIMONDI; V PACCHIEROTTI CROUCH~ REINHOLD KELLY-m MARA~; DDR ASHBRIDGE; [other singers and instrumentalists listed].,DI 7 Mar; DI 16 Mar,,From 11 Mar [but probably never took place].,
3364,3365,DL,DL ORATORIO 91 [3RD],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^JUDAS_MACCABAEUS^ <SACRED ORATORIO>. COND LINLEY-t1; LEAD SHAW; V SPENCE BROADHURST~ BELLAMY-tl <JUN> HAGLEY~ DIGNUM DAVIES~C <CECILIA>. IN PART2: CN VN CLEMENT.,DI,,[LS.],1791-03-18 18:30:00
3365,3366,CG,CG ORATORIO 91 [3RD],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^L'ALLEGRO^ [PARTS1-2] AND PART3: [selection from] HANDEL ARNE-ta [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS SALE POOLE~ PIELE~ BILLINGTON~; HP MEYER <JUN>. [includes:] GIORNOVICHI CN VN ASHLEY-Gc <G_ASHLEY>.,DI; MC,DI 19 Mar,[LS (with full details).],1791-03-18 18:30:00
3366,3367,HSQ ,PROFESSIONAL 91 7TH,CS,,1: HAYDN OV; SG LAZZARINI; PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE SMITH-2; SG BILLINGTON~; GYROWETZ CNTE VN VA VC CRAMER-w BLAKE SMITH-2 (MS).  2: CN VN CRAMER-w; RAUZZINI SG BILLINGTON~ + CL HN VN VC MAHON PIELTAIN-pj CRAMER-w SMITH-2; CNte BST_HN BST_HN DVORAK SPRINGER; SG LAZZARINI; GYROWETZ OV (NEW MS).,DI; MP; TI,,[McVeigh-Professional 93.],1791-03-21 20:00:00
3367,3368,DL,DL ORATORIO 91 [4TH],OS,B 5s; P 3s; FG 2s; SG 1s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO> [items listed]. COND ARNOLD; LEAD SHAW; V CROUCH~ SPENCE HAGLEY~ DIGNUM REINHOLD BROADHURST~. END PART1: CN OB PARKE-Wt <W_PARKE>. END PART2: CN VN CLEMENT.,DI,,[LS (with full details).],1791-03-23 18:30:00
3368,3369,CG,CG ORATORIO 91 [4TH],OS,B 5s; P 3s; FG 2s; SG 1s,SELECTION FROM HANDEL SACRED [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG GREATOREX; V HARRISON INCLEDON GRIFFITHS POOLE~ PIELE~ BILLINGTON~; VC ASHLEY-Cj <C_ASHLEY>.,DI,,[LS (with full details).],1791-03-23 18:30:00
3369,3370,HSQ,ABRAMS~ 91,CB,10s 6d,1: PICHL OV; GREVILLE GL 5V; PLEYEL QT; BERTONI sg PACCHIEROTTI <ARIA>; ATTWOOD-t CN PF ABRAMS~E <E_ABRAMS>.  2: HAYDN SYM; TARCHI DT 2v ABRAMS~ ABRAMS~t; GRAEFF CN FL GRAEFF; ATTWOOD-t sg STORACE~ <RONDO>; SACCHINI QT 4v ABRAMS~ ABRAMS~t BARTLEMAN PACCHIEROTTI; KOZELUCH SYM.,WO,,,1791-03-24 20:00:00
3370,3371,HSQ,SALOMON 91 3RD,CS,,LEAD SALOMON; HPD HAYDN.  1: CLEMENTI OV; PLEYEL QNT VN VN VA VA VC SALOMON DAHMEN-p HINDMARSH POLACK MENEL; sg STORACE~ <ARIA>; CN VN SALOMON; sg DAVIDE <ARIA>.  2: HAYDN SYM (GRAND); sg DAVIDE <SCENA>; CN PF DUSSEK (NEW); HAYDN sg STORACE~ <CANTATA> (NEW); HOFFMEISTER FP 'LA_CHASSE'.,DI 24 Mar; MP 24 Mar; WO 24 Mar; GZ 25 Mar; MC 25 Mar; TI 25 Mar; ,GZ 26 Mar; MC 26 Mar; TI 26 Mar,[McVeigh-Professional 98; Landon-England 61-2.],1791-03-25 20:00:00
3371,3372,DL,DL ORATORIO 91 [5TH],OS,B 5s; P 3s; FG 2s; SG 1s,SELECTION FROM HANDEL [items listed]. COND LINLEY-t1; LEAD SHAW; V CROUCH~ KELLY-m SPENCE DIGNUM BELLAMY-tl <JUN> BROADHURST~ HAGLEY~ DAVIES~c <CECILIA>; VC MASON. END PART2: CN VN CLEMENT.,DI,,[LS (with full details).],1791-03-25 18:30:00
3372,3373,CG,CG ORATORIO 91 [5TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^ALEXANDER'S_FEAST^; AND PART3: [selection from] handel BOYCE ARNE-ta [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS SALE POOLE~ PIELE~ BILLINGTON~.,DI,,[LS (with full details).],1791-03-25 18:30:00
3373,3374,KT,KT 91,MI,P 10s 6d; G 5s,[V DAVIDE TAJANA LOPS ALBERTARELLI CAPPELLETTI~ SESTINI~. DIR FEDERICI; LEAD SALOMON. items listed by PAISIELLO etc.] [subsequently works by HAYDN; TARCHI. 9 Apr: HPD HAYDN (PRESIDE). 26 Apr: DIR HAYDN.],DI 26 Mar; DI 31 Mar; DI 9 Apr; DI 26 Apr; MC 26 Apr,,[Pseudo-opera season begins; not listed. Music and dancing; ?managed by Gallini. LS; Landon-England 68 etc.],1791-03-26 19:30:00
3374,3375,HSQ ,PROFESSIONAL 91 8TH,CS,,1: HAYDN OV; PLEYEL QNT VN VN VA VA VC CRAMER-w BORGHI BLAKE NAPIER SMITH-2; SG PACCHIEROTTI; BACH QT PF VN VA VC DANCE CRAMER-w BLAKE SMITH-2; SG BILLINGTON~; CN VN BRIDGETOWER.  2: RAWLINGS CNTE OB VN VA VC PARKE CRAMER-w BLAKE SMITH-2; SG BILLINGTON~; CN OB PARKE-Wt <W_PARKE>; SG PACCHIEROTTI; PLEYEL SYM.,DI; MP; TI,,[McVeigh-Professional 93.],1791-03-28 20:00:00
3375,3376,DL,DL ORATORIO 91 [6TH],OS,B 5s; P 3s; FG 2s; SG 1s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO> [items listed]. COND ARNOLD; LEAD SHAW; V CROUCH~ HAGLEY~ REINHOLD SPENCE DIGNUM BROADHURST~ DAVIES~C <CECILIA>. END PART1: CN BN PARKINSON. END PART2: CN VN CLEMENT.,DI,,[LS (with full details).],1791-03-30 18:30:00
3376,3377,CG,CG ORATORIO 91 [6TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^L'ALLEGRO' [PARTS1-2]; AND PART3: [selection from] handel WEBBE ARNE-ta [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG GREATOREX; V HARRISON INCLEDON GRIFFITHS POOLE~ PIELE~ BILLINGTON~. END PART2: CN VN WEICHSELL.,DI,DI 31 Mar,[LS (with full details).],1791-03-30 18:30:00
3377,3378,HSQ,SALOMON 91 4TH,CS,,LEAD SALOMON; HPD HAYDN.  1: GYROWETZ OV; KOZELUCH QT VN VN VA VC SALOMON DAHMEN-p HINDMARSH MENEL (NEW MS); sg TAJANA <ARIA>; CNte BST_HN BST_HN DVORAK SPRINGER; sg DAVIDE <ARIA>.  2: HAYDN OV (NEW GRAND MS); TARCHI DT 2v ABRAMS~ ABRAMS~t; CN HP KRUMPHOLTZ~; sg DAVIDE <SCENA RECIT & ARIA>; PLEYEL SYM. SARTI SG DAVIDE; CIMAROSA SG DAVIDE.,DI; GZ; MC; PA; TI; WO,DI 2 Apr,[McVeigh-Professional 99; Landon-England 62-3.],1791-04-01 20:00:00
3378,3379,DL,DL ORATORIO 91 [7TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^ACIS_AND_GALATEA^ <SERENATA>; AND PART3: SELECTION from handel PURCELL SARTI [items listed]. COND LINLEY-t1; LEAD SHAW; V CROUCH~ BROADHURST~ HAGLEY~ DIGNUM REINHOLD SPENCE KELLY-m BELLAMY-tl <JUN> YOUNG_LADY (FIRST APPEARANCE IN PUBLIC) DAVIES~C <CECILIA>. END PART1: CN OB PARKE-Wt <W_PARKE>. END PART2: CN VN CLEMENT.,TI; DI,[?DI 2 Apr 'Hanover Square'],[LS (with full details).],1791-04-01 18:30:00
3379,3380,CG,CG ORATORIO 91 [7TH],OS,B 5s; P 3s; FG 2s; SG 1s,SELECTION FROM HANDEL PURCELL [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS SALE POOLE~ PIELE~ BILLINGTON~. END PART2: CN VN WEICHSELL.,DI,DI 2 Apr,[LS (with full details)] [but see also DI 2 Apr].,1791-04-01 18:30:00
3380,3381,HSQ,PROFESSIONAL 91 9TH,CS,,1: HAYDN OV; PLEYEL QNT VN VN VA VA VC CRAMER-w BORGHI BLAKE NAPIER SMITH-2 [some sources: PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE SMITH-2]; SG BILLINGTON~; SN PF CRAMER-jb; SG PACCHIEROTTI; CN VN CRAMER-w.  2: ROSETTI OV; SG BILLINGTON~; CN HN PIELTAIN-pj; SARTI DT 2v PACCHIEROTTI BILLINGTON~; BACH SYM. [DI 5 Apr: GYROWETZ OV (MS).],DI; MP; OR; TI,DI 5 Apr,[McVeigh-Professional 94.],1791-04-04 20:00:00
3381,3382,DL,DL ORATORIO 91 [8TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^MESSIAH^ <SACRED ORATORIO>. COND ARNOLD; LEAD SHAW; V CROUCH~ SPENCE BROADHURST~ HAGLEY~ DIGNUM REINHOLD DAVIES~C <CECILIA>. END PART1: ?sarti sg DAVIES~C 'DA_FORTE' <SCENA> (FAV). END PART2: CN VN CLEMENT.,DI,,[LS.],1791-04-06 18:30:00
3382,3383,CG,CG ORATORIO 91 [8TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^L'ALLEGRO' [PARTS1-2]; AND PART3: [selection from:] handel SACCHINI BOYCE [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS POOLE~ PIELE~ BILLINGTON~; VN ASHLEY-gc. END PART2: CN VN WEICHSELL.,DI,DI 7 Apr,[LS (with full details).],1791-04-06 18:30:00
3383,3384,HSQ,SALOMON 91 5TH,CS,,LEAD SALOMON; HPD HAYDN.  1: KOZELUCH OV; sg TAJANA <ARIA>; CNTE CL BN FLIEGER HOLMES; sg NEGRI~ <RECIT & ARIA> <THERESA_NEGRI> (FIRST APPEARANCE IN THIS COUNTRY); HAYDN DIV FL OB HN HN VN VN VA VA VC DB (NEW MS); sg DAVIDE <ARIA>.  2: HAYDN OV (NEW MS; AS PERFORMED LAST FRIDAY); sg NEGRI~ <RECIT & ARIA>; CN HP KRUMPHOLTZ~; sg DAVIDE <RECIT & ARIA>; ROSETTI FP.,DI; MC; MP; OR; TI; WO,MC 9 Apr,[McVeigh-Professional 99; Landon-England 64-5.],1791-04-08 20:00:00
3384,3385,DL,DL ORATORIO 91 [9TH],OS,B 5s; P 3s; FG 2s; SG 1s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO> [items listed]. COND ARNOLD; LEAD SHAW; V CROUCH~ HAGLEY~ REINHOLD SPENCE DIGNUM BROADHURST~ DAVIES~C <CECILIA>. END PART1: CN BN PARKINSON [not: sg DAVIES~C 'DA_FORTE' <SCENA> (FAV)]. END PART2: CN VN CLEMENT.,TI; DI,DI 9 Apr,[LS (with full details).],1791-04-08 18:30:00
3385,3386,CG,CG ORATORIO 91 [9TH],OS,B 5s; P 3s; FG 2s; SG 1s,handel o ^MESSIAH^ <SACRED ORATORIO>. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS SALE POOLE~ PIELE~ BILLINGTON~. END PART2: CN VN WEICHSELL.,DI,DI 9 Apr,[LS (with full details).] By desire of many subscribers to the Concert of Ancient Music.,1791-04-08 18:30:00
3386,3387,HSQ ,PROFESSIONAL 91 10TH,CS,,1: HAYDN OV 'LA_CHASSE'; SG PACCHIEROTTI; PLEYEL QNT VN VN VA VA VC CRAMER-w BORGHI BLAKE NAPIER SMITH-2; SG BILLINGTON~; CLEMENTI OV (NEW MS).  2: CN VN CRAMER-w; SG BILLINGTON~; CN OB PARKE; sg PACCHIEROTTI <SCENA>; BACH SYM 2ORCH.,DI; MP; OR; TI,,[McVeigh-Professional 94.],1791-04-11 20:00:00
3387,3388,C&A,EVANS-C AND CALLCOTT 91,CB,10s 6d (2 persons),LEAD EVANS-C <C_EVANS>.  1: HAYDN OV; SG HAGLEY~; SCHROETER CN PF EVANS-C; STEVENS GL 'SIGH_NO'; CALLCOTT QT <JW_CALLCOTT> (NEW; COMPOSED UNDER DIRECTION OF HAYDN); SG CROUCH~; CALLCOTT GL AND CH 'HAIL_HAPPY'.  2: EVANS-C OV; SG PAGE; CN VN FLACK-j <JUN>; CALLCOTT GL 'PEACE_TO'; CN BN PARKINSON; SG SALE; CALLCOTT GL AND CH 'O_THOU'.,OR; DI 11 Apr,,[Both] organists of St Paul's Covent Garden.,1791-04-12 19:30:00
3388,3389,DL,DL ORATORIO 91 [10TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^ISRAEL_IN_EGYPT^ <SACRED ORATORIO>; AND [part3:] NEW SELECTION from handel PURCELL MARTIN_Y_soler <MARTINI> ARNOLD [items listed]. COND ARNOLD; LEAD SHAW; V CROUCH~ BROADHURST~ HAGLEY~ REINHOLD SPENCE DIGNUM DAVIES~C <CECILIA>; VN SHAW. [includes:] CN VN CLEMENT; SL VC MASON.,TI; DI 11 Apr,DI 14 Apr,[LS.] By desire of subscribers to Academy of Ancient Music. Choir augmented from Handelian and Cecilian Societies.,1791-04-13 18:30:00
3389,3390,CG,CG ORATORIO 91 [10TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^ALEXANDER'S_FEAST^ (PART1); SELECTION FROM HANDEL o ^ACIS_AND_GALATEA^ [replaced PART2 of ^ALEXANDER'S_FEAST^]; AND PART3: [selection from] handel BOYCE ARNE-ta [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS POOLE~ PIELE~ BILLINGTON~. END PART2: CN VN WEICHSELL.,TI; DI 11 Apr,DI 14 Apr,[LS (with full details).],1791-04-13 18:30:00
3390,3391,HSQ,SALOMON 91 6TH,CS,,LEAD SALOMON; HPD HAYDN.  1: DEMACHI OV (NEW MS); sg TAJANA <ARIA>; HAYDN QT VN VN VA VC SALOMON DAHMEN-p HINDMARSH MENEL (NEW MS); sg CORRI~sg <RECIT & ARIA> (FIRST APPEARANCE IN PUBLIC); CN VN BRIDGETOWER.  2: HAYDN OV (NEW MS; PERFORMED ON THE FIRST AND SECOND NIGHTS); sg DAVIDE <RECIT & ARIA>; [DUSSEK] qt PF VN VA VC DUSSEK SALOMON HINDMARSH MENEL <SN PF + ...>; DT 2v CORRI~sg DAVIDE; PICHL FP.,DI; GZ; MC; MP; OR; TI,TI 16 Apr; GZ 18 Apr; OR 18 Apr,[McVeigh-Professional 100; Landon-England 65-6.],1791-04-15 20:00:00
3391,3392,DL,DL ORATORIO 91 [11TH],OS,B 5s; P 3s; FG 2s; SG 1s,(FROM HANDEL) o ^REDEMPTION^ <SACRED ORATORIO>. COND ARNOLD; LEAD SHAW; V CROUCH~ HAGLEY~ SPENCE REINHOLD DIGNUM BROADHURST~ DAVIES~C <CECILIA>. END PART1: CN BN PARKINSON. END PART2: CN VN CLEMENT. [OR 15 Apr gives: END PART1: CN VN CLEMENT. END PART2: sg DAVIES~C 'DA_FORTE' <SCENE> (FAV).],DI; OR,,[LS (with full details).],1791-04-15 18:30:00
3392,3393,CG,CG ORATORIO 91 [11TH],OS,B 5s; P 3s; FG 2s; SG 1s,HANDEL o ^L'ALLEGRO^ [PARTS1-2]; AND PART3: [selection from] HANDEL WEBBE [items listed]. DIR HARRISON ASHLEY-j; LEAD ASHLEY-Gc <G>; ORG KNYVETT; V HARRISON INCLEDON GRIFFITHS SALE POOLE~ PIELE~ BILLINGTON~. END PART1: GEMINIANI CNgr OP.3 NO.1 vn ASHLEY-Gc <G_ASHLEY>.,DI,DI 16 Apr (thanks),[LS (with full details).],1791-04-15 18:30:00
3393,3394,HSQ ,PROFESSIONAL 91 11TH,CS,,1: HAYDN OV; PLEYEL QT VN VN VA VC CRAMER-w BORGHI BLAKE SMITH-2; SG LAZZARINI; SN PF DANCE; SG BILLINGTON~; GYROWETZ OV.  2: ROSETTI OV; SG PACCHIEROTTI; CNte CL BN MAHON PARKINSON <T_PARKINSON [sic]>; HAYDN tr 3v PACCHIEROTTI LAZZARINI BILLINGTON~ <TERZ> (NEW); PICHL SYM.,MP; OR; TI,,[McVeigh-Professional 95.],1791-04-25 20:00:00
3394,3395,TST,HINDMARSH 91,CB,10s 6d,1: ROSETTI OV; PLEYEL QT VN VN VA vc HINDMARSH FLACK-j MOUNTAIN MENEL <FLACK_JUN; B not vc>; SG BELLAMY [replaced INCLEDON]; CN OB HARRINGTON; SG WILLIAMS~ (ITALIAN); CN VN HINDMARSH; BILLINGTON GL 4V PAGE HOBLER BILLINGTON 'YELLOW_HAIR'D' <HARMONISED BY T_BILLINGTON> [or 'COME_O'.]  2: HAYDN OV (GRAND); SG BELLAMY; SN PF IMMYNS; SG WILLIAMS~ 'THE_SOLDIER'; KOZELUCH FP. [BOYCE] SG BELLAMY 'SOFTLY_RISE' <BOWYER>.,DI 18 Apr,DI 28 Apr; OR 30 Apr,,1791-04-27 20:00:00
